fighter_name,Height_ft_in,Weight_lbs,Reach_lbs,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,Opp_Str,TD_Avg,TD_Acc,TD_Def,Opp_TD,Sub_Avg
Curtis Stout,"6' 1""",185,,Southpaw,7-Nov-73,0.69,0.67,3.2,0.29,0.71,0,0.00,0.20,0.80,0
Katsuhiko Nagata,"5' 7""",154,,Southpaw,31-Oct-73,1.05,0.19,1.5,0.63,0.37,0.98,0.28,0.28,0.72,0
Semmy Schilt,"6' 10""",265,,Orthodox,27-Oct-73,1.2,0.50,1.31,0.53,0.47,0,0.00,0.47,0.53,1.1
Hidetaka Monma,"6' 0""",168,,Orthodox,23-Oct-73,1.67,0.25,9.76,0.34,0.66,0,0.00,0.00,1.00,0
Mark Hughes,"5' 9""",205,,Southpaw,13-Oct-73,0.9,0.47,0.4,0.42,0.58,3,0.50,0.00,1.00,4.5
Matt Hughes,"5' 9""",170,73,Switch,13-Oct-73,2.14,0.53,1.36,0.53,0.47,2.95,0.50,0.35,0.65,1.2
Cyrille Diabate,"6' 6""",205,81,Southpaw,6-Oct-73,4.06,0.71,1.78,0.60,0.40,1.17,0.83,0.53,0.47,0.2
David Dodd,"6' 2""",200,,Orthodox,22-Sep-73,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
James Lee,"5' 11""",205,,Southpaw,22-Sep-73,1.4,0.42,3.72,0.27,0.73,13.95,0.50,0.00,1.00,7
Roman Zentsov,"6' 1""",230,,Orthodox,10-Sep-73,1.18,0.36,0.53,0.70,0.30,1.6,1.00,0.33,0.67,3.2
Jose Landi-Jons,"5' 11""",170,,Orthodox,9-Sep-73,0.99,0.40,0.77,0.43,0.57,2.2,0.80,0.40,0.60,2.2
Leo Sylvest,"5' 11""",205,,Orthodox,3-Sep-73,0,0.00,6.58,0.27,0.73,0,0.00,0.00,1.00,0
Marcus Davis,"5' 10""",170,70,Southpaw,24-Aug-73,2.72,0.39,2.79,0.65,0.35,1.6,0.48,0.47,0.53,1.4
Marcus Aurelio,"5' 10""",155,74,Orthodox,18-Aug-73,1.42,0.33,2.27,0.59,0.41,1.69,0.27,0.27,0.73,1.3
Marcus Jones,"6' 6""",265,,Orthodox,15-Aug-73,1.94,0.52,2.71,0.58,0.42,8.71,0.75,0.00,1.00,2.9
Jason Suttie,"6' 0""",210,,Orthodox,7-Aug-73,2.07,0.83,4.97,0.36,0.64,0,0.00,0.00,1.00,0
Igor Vovchanchyn,"5' 8""",205,,Orthodox,6-Aug-73,1.59,0.49,0.97,0.63,0.37,1.19,0.66,0.50,0.50,0.5
Jorge Patino,"5' 8""",170,,Orthodox,5-Aug-73,1.33,0.30,3.14,0.53,0.47,0.54,0.25,0.50,0.50,0
Sean Sherk,"5' 6""",155,67,Orthodox,5-Aug-73,2.17,0.35,2.71,0.55,0.45,4.09,0.46,0.56,0.44,0.4
Renato Verissimo,"6' 1""",170,,Orthodox,3-Aug-73,0.92,0.48,1.87,0.47,0.53,1.46,0.30,0.50,0.50,2.5
Branden Lee Hinkle,"6' 3""",235,,Orthodox,29-Jul-73,2.61,0.69,3.91,0.26,0.74,4.34,0.57,0.66,0.34,4.3
Yukio Sakaguchi,"5' 9""",185,,Orthodox,26-Jul-73,0.3,0.25,2.4,0.50,0.50,4.5,1.00,0.00,1.00,9
Seth Kleinbeck,"6' 2""",185,,,25-Jul-73,2.55,0.33,2.42,0.40,0.60,0.98,0.25,0.90,0.10,0
Mostapha Al-Turk,"6' 2""",245,77,Orthodox,14-Jul-73,1.36,0.19,3.61,0.53,0.47,0,0.00,0.00,1.00,0
Tsuyoshi Kurihara,"5' 10""",185,,Orthodox,13-Jul-73,0,0.00,12,0.50,0.50,0,0.00,0.00,1.00,0
Wes Combs,"6' 2""",205,,Orthodox,18-Jun-73,2.14,0.48,4.73,0.45,0.55,0,0.00,0.00,1.00,0
Gideon Ray,"5' 10""",185,,Southpaw,27-May-73,2.08,0.40,2.58,0.53,0.47,1.49,1.00,0.00,1.00,0
Steve Berger,"5' 11""",170,,Orthodox,20-May-73,1,0.27,3.26,0.36,0.64,0.84,0.40,0.16,0.84,1.7
Yosuke Nishijima,"5' 9""",205,,Orthodox,15-May-73,1.72,0.37,5.59,0.56,0.44,0,0.00,0.00,1.00,0
Travis Lutter,"5' 11""",185,75,Orthodox,12-May-73,0.41,0.32,2.42,0.42,0.58,1.95,0.24,0.30,0.70,0.7
Dave Cochran,"5' 6""",155,,,10-May-73,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lodune Sincaid,"5' 9""",185,,Orthodox,7-May-73,2.72,0.42,6.17,0.57,0.43,0,0.00,0.75,0.25,0
Yoko Takahashi,"5' 8""",150,,,20-Apr-73,5.11,0.54,8.78,0.48,0.52,0,0.00,0.00,1.00,0
Reese Andy,"6' 0""",205,,Orthodox,31-Mar-73,2.87,0.50,3.5,0.58,0.42,0.67,0.20,0.40,0.60,0
Marcos da Matta,"5' 4""",145,,,18-Mar-73,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Norton,"5' 10""",170,,Orthodox,15-Mar-73,0.67,0.30,0.34,0.60,0.40,2.52,0.25,0.00,1.00,0
Wataru Sakata,"5' 9""",195,,Southpaw,11-Mar-73,1.11,0.61,2.08,0.31,0.69,0,0.00,0.00,1.00,0
Eduardo Pamplona,"5' 11""",170,,,20-Feb-73,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
David Baron,"5' 6""",155,,Switch,15-Feb-73,1.17,0.30,2.1,0.56,0.44,0,0.00,0.14,0.86,0.7
Craig Oxley,"5' 9""",155,,,14-Feb-73,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jerome LeBanner,"6' 3""",265,,Southpaw,26-Dec-72,0.92,0.35,1.03,0.37,0.63,0,0.00,0.50,0.50,0
Chris Guillen,"6' 0""",240,,Orthodox,9-Dec-72,0.82,0.27,1.91,0.36,0.64,0,0.00,0.00,1.00,0
Frank Shamrock,"5' 10""",185,,Orthodox,8-Dec-72,4.75,0.53,4.66,0.57,0.43,0.35,0.50,0.37,0.63,1.1
Daijiro Matsui,"5' 9""",200,,Orthodox,5-Dec-72,0.84,0.45,1.69,0.55,0.45,1.83,0.30,0.43,0.57,0.4
Jean Francois Lenogue,"6' 0""",185,,Orthodox,29-Nov-72,1.13,0.34,0.27,0.60,0.40,0,0.00,0.33,0.67,0
Scott Ventimiglia,"5' 11""",185,,,17-Nov-72,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Art Santore,"6' 2""",185,,,26-Oct-72,1.4,0.12,7.31,0.52,0.48,0,0.00,1.00,0.00,0
Anthony Perosh,"6' 3""",205,75,Orthodox,5-Oct-72,2.27,0.43,3.77,0.53,0.47,2.03,0.22,0.33,0.67,1.1
John Halverson,"5' 9""",155,,Southpaw,8-Sep-72,2.94,0.43,5.29,0.47,0.53,0,0.00,0.66,0.34,2
Solomon Hutcherson,"5' 11""",185,,Southpaw,31-Aug-72,2.59,0.39,2.59,0.64,0.36,3.53,1.00,0.00,1.00,0
Kamal Shalorus,"5' 8""",155,68,Orthodox,27-Aug-72,3.06,0.32,2.99,0.70,0.30,2.07,0.50,0.80,0.20,0
Trevor Prangley,"6' 1""",185,75,Orthodox,24-Aug-72,2.59,0.60,2.02,0.48,0.52,3.38,0.55,0.74,0.26,1
Dong Sik Yoon,"6' 0""",185,,Orthodox,24-Aug-72,0.99,0.36,2.33,0.51,0.49,1.6,0.29,0.33,0.67,1.3
Katsuhisa Fujii,"6' 0""",205,,Orthodox,15-Aug-72,4,0.50,4.43,0.64,0.36,2.14,0.25,0.50,0.50,2.1
Brian Gassaway,"6' 1""",170,,Orthodox,7-Aug-72,0.34,0.26,3.65,0.44,0.56,0,0.00,0.42,0.58,0
Jason Black,"5' 8""",155,,Orthodox,15-Jul-72,1.06,0.47,2.6,0.45,0.55,0.48,0.33,0.28,0.72,6.2
Keiichiro Yamamiya,"5' 11""",185,,Southpaw,12-Jul-72,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Fabiano Scherner,"6' 3""",257,,Orthodox,30-Jun-72,1.31,0.31,3.2,0.38,0.62,1.09,0.33,0.40,0.60,0
Yoshihiro Nakao,"6' 0""",220,,Southpaw,25-Jun-72,1.73,0.35,2.06,0.64,0.36,2.69,0.46,0.00,1.00,0.5
Cung Le,"5' 9""",185,70,Southpaw,25-May-72,4.36,0.48,2.98,0.66,0.34,1.37,0.71,0.88,0.12,0.3
Frank Trigg,"5' 9""",170,71,Southpaw,7-May-72,2.79,0.46,1.9,0.56,0.44,2.35,0.47,0.75,0.25,0.8
Shonie Carter,"5' 10""",170,,Southpaw,3-May-72,1.62,0.36,2.32,0.47,0.53,0.75,0.66,0.75,0.25,0
Dan Christison,"6' 8""",265,,Orthodox,26-Apr-72,4.23,0.51,3.88,0.54,0.46,0,0.00,0.37,0.63,1.1
Dokonjonosuke Mishima,"5' 7""",155,,Southpaw,19-Apr-72,1.06,0.41,1.22,0.52,0.48,2.47,0.40,0.25,0.75,1.4
Eldari Kurtanidze,"5' 6""",235,,Orthodox,16-Apr-72,0.47,0.20,3.72,0.60,0.40,0,0.00,0.00,1.00,0
Scott Harper,"6' 0""",185,,Orthodox,14-Apr-72,1.3,0.54,4.98,0.47,0.53,3.25,1.00,0.00,1.00,0
Houston Alexander,"6' 0""",205,72,Orthodox,22-Mar-72,3.06,0.54,3.2,0.52,0.48,1.19,0.57,0.33,0.67,0
Nate Quarry,"6' 0""",185,72,Open Stance,18-Mar-72,4.96,0.44,2.8,0.66,0.34,0.25,0.33,0.60,0.40,0
Joe Camacho,"5' 9""",155,,Orthodox,10-Mar-72,0.31,0.17,5,0.42,0.58,0,0.00,0.00,1.00,0
Lloyd Van Dams,"6' 1""",240,,Southpaw,5-Mar-72,0,0.00,3.01,0.15,0.85,0,0.00,0.00,1.00,0
Marc Cofer,,185,,,3-Mar-72,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jorge Rivera,"6' 1""",185,73,Orthodox,28-Feb-72,3.16,0.48,2.64,0.54,0.46,0.84,0.50,0.63,0.37,0.1
Sidney Silva,"6' 3""",170,,Southpaw,27-Feb-72,2.86,0.65,3.3,0.34,0.66,3.3,1.00,0.00,1.00,0
Kristian Rothaermel,"6' 0""",205,,Open Stance,31-Jan-72,0.75,0.50,2.49,0.41,0.59,0,0.00,0.00,1.00,0
Mike Nickels,"6' 4""",205,,Orthodox,13-Dec-71,4.44,0.52,1.11,0.64,0.36,11.11,0.80,0.00,1.00,2.8
Joao Pierini,"6' 1""",155,,Switch,11-Dec-71,0.76,0.14,4.56,0.33,0.67,0,0.00,0.00,1.00,0
Vernon White,"6' 0""",205,,Southpaw,3-Dec-71,2.11,0.38,2.2,0.54,0.46,0.88,0.28,0.44,0.56,0
Homer Moore,"5' 10""",205,,Orthodox,27-Nov-71,0.68,0.50,0.68,0.00,1.00,5.07,0.66,0.00,1.00,0
Chris Brennan,"5' 8""",170,,Orthodox,12-Oct-71,0.6,0.40,0.97,0.50,0.50,0,0.00,0.25,0.75,2.1
Yuji Hisamatsu,"5' 10""",185,,,18-Sep-71,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Sanae Kikuta,"5' 9""",200,,Orthodox,10-Sep-71,0.7,0.45,0.9,0.52,0.48,1.6,0.63,0.25,0.75,1.8
Rulon Gardner,"6' 3""",265,,Orthodox,16-Aug-71,2.05,0.25,1.45,0.60,0.40,0.75,1.00,1.00,0.00,0
Kevin Randleman,"5' 10""",205,,Orthodox,10-Aug-71,1.26,0.54,1.12,0.57,0.43,2,0.56,0.30,0.70,0.8
Kerry Schall,"6' 2""",265,,Orthodox,9-Aug-71,0.94,0.11,4.84,0.63,0.37,0,0.00,0.00,1.00,0
Vinicius Magalhaes,,145,,,30-Jul-71,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Joao Roque,"5' 6""",155,,Orthodox,22-Jul-71,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alexander Otsuka,"6' 1""",205,,Orthodox,17-Jul-71,0.9,0.55,1.16,0.51,0.49,1.51,0.43,0.53,0.47,0.8
Sean Alvarez,"6' 0""",235,,Orthodox,14-Jul-71,0.89,0.37,3.25,0.47,0.53,0,0.00,0.00,1.00,0
Marvin Eastman,"5' 9""",185,73,Orthodox,8-Jun-71,2.21,0.35,3.92,0.42,0.58,1.38,0.33,0.81,0.19,0
Matt Andersen,"6' 2""",230,,Southpaw,29-May-71,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Allan Goes,"6' 0""",205,,Orthodox,20-Apr-71,0.64,0.52,1.35,0.41,0.59,1.75,0.40,0.00,1.00,2.6
Thomas Denny,"5' 10""",170,,Orthodox,19-Apr-71,2.36,0.45,4.69,0.40,0.60,1.48,0.17,0.42,0.58,1.5
Gary Quan,"5' 8""",143,,,11-Apr-71,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tony Fryklund,"6' 0""",185,,Orthodox,26-Mar-71,3.49,0.39,6.5,0.43,0.57,0,0.00,0.66,0.34,0.5
Jerrel Venetiaan,"6' 1""",195,,Orthodox,9-Mar-71,0.81,0.33,1.51,0.67,0.33,0,0.00,0.60,0.40,0
Sean O'Haire,"6' 5""",270,,Orthodox,25-Feb-71,8.28,0.57,22.76,0.21,0.79,0,0.00,0.00,1.00,0
Ray Sefo,"6' 0""",240,,Orthodox,15-Feb-71,0.86,0.31,1.71,0.72,0.28,0,0.00,0.66,0.34,0
Elvis Sinosic,"6' 3""",205,77,Orthodox,13-Feb-71,1.13,0.37,4.6,0.53,0.47,0,0.00,0.00,1.00,1.2
Evan Tanner,"6' 0""",185,74,Orthodox,11-Feb-71,3.05,0.59,2.64,0.56,0.44,2.55,0.43,0.25,0.75,1.3
Neil Grove,"6' 6""",265,,Orthodox,18-Jan-71,0,0.00,0,0.00,1.00,0,0.00,1.00,0.00,14.3
Jeff Monson,"5' 9""",247,74,Orthodox,18-Jan-71,0.97,0.30,2.87,0.59,0.41,1.06,0.12,0.66,0.34,0.7
Ivan Salaverry,"6' 0""",185,,Orthodox,11-Jan-71,3.01,0.47,1.19,0.76,0.24,0.49,0.18,0.36,0.64,2.5
Pete Spratt,"5' 9""",170,,Orthodox,9-Jan-71,1.63,0.48,1.33,0.55,0.45,0.3,1.00,0.46,0.54,0.3
Vladimir Matyushenko,"6' 0""",205,74,Orthodox,4-Jan-71,1.9,0.44,1.62,0.59,0.41,3.25,0.46,0.70,0.30,0.1
Kevin Jordan,"6' 3""",245,,Orthodox,31-Dec-70,2,0.40,1.91,0.55,0.45,0,0.00,0.77,0.23,0.6
Jutaro Nakao,"5' 9""",170,,Southpaw,30-Nov-70,0.53,0.38,1.06,0.44,0.56,0.38,0.50,0.56,0.44,0
Joe Son,"5' 4""",236,,Orthodox,22-Nov-70,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lance Gibson,"5' 9""",185,,Orthodox,20-Nov-70,1.21,0.75,6.44,0.20,0.80,0,0.00,0.00,1.00,0
Tom Sauer,"6' 1""",263,,,11-Nov-70,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Kazuyuki Fujita,"6' 0""",235,,Orthodox,16-Oct-70,1.05,0.49,1.99,0.52,0.48,2.78,0.36,0.85,0.15,0.6
Siala Siliga,"6' 1""",290,,Orthodox,8-Oct-70,1.08,0.26,1.96,0.50,0.50,1.47,0.50,0.80,0.20,0
Hiromitsu Kanehara,"5' 10""",200,,Orthodox,5-Oct-70,0.76,0.22,4.39,0.40,0.60,0,0.00,0.40,0.60,0.4
Shannon Ritch,"5' 9""",190,,Orthodox,27-Sep-70,1,1.00,6,0.50,0.50,0,0.00,0.00,1.00,0
Ronald Jhun,"5' 11""",170,,Orthodox,21-Sep-70,1.45,0.57,3.01,0.50,0.50,1.81,1.00,1.00,0.00,0
John Marsh,"6' 0""",265,,Orthodox,15-Sep-70,0.83,0.42,2.23,0.40,0.60,0.43,1.00,0.54,0.46,0.4
Dan Henderson,"5' 11""",185,74,Orthodox,24-Aug-70,2.44,0.47,2.7,0.51,0.49,1.52,0.52,0.57,0.43,0.3
Nathan Jones,"6' 11""",345,,Orthodox,21-Aug-70,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Kaleo Kwan,"5' 7""",155,,,1-Aug-70,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Fabiano Iha,"5' 8""",155,,Orthodox,28-Jul-70,1.73,0.47,2.49,0.42,0.58,2.88,0.40,0.50,0.50,2.9
Taiei Kin,"5' 11""",185,,Orthodox,8-Jul-70,2.71,0.60,1.33,0.52,0.48,0,0.00,0.55,0.45,0
Yoshihisa Yamamoto,"6' 2""",220,,Southpaw,4-Jul-70,1.65,0.38,3.05,0.53,0.47,1,0.20,0.50,0.50,0.6
Mu Bae Choi,"6' 2""",230,,Orthodox,27-Jun-70,1.55,0.49,3.65,0.44,0.56,3.12,0.75,0.60,0.40,1
Pawel Nastula,"6' 0""",230,,Southpaw,26-Jun-70,1.3,0.43,1.73,0.50,0.50,3,0.60,0.00,1.00,1.5
Alfonso Alcarez,"5' 3""",145,,,10-Jun-70,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Paul Creighton,"5' 6""",155,,Southpaw,4-Jun-70,0.72,0.75,4.65,0.30,0.70,5.37,0.37,0.00,1.00,0
Takashi Sugiura,"5' 11""",225,,Southpaw,31-May-70,1.37,0.40,2.08,0.53,0.47,1.33,0.66,0.00,1.00,0
Matt Lindland,"6' 0""",185,74,Southpaw,17-May-70,2.62,0.50,1.56,0.52,0.48,3.01,0.48,0.60,0.40,1.3
Ruben Villareal,"6' 4""",265,,Orthodox,1-May-70,5.18,0.53,4.86,0.35,0.65,0,0.00,0.00,1.00,0
Antonio McKee,"5' 8""",155,,Southpaw,12-Mar-70,1.37,0.45,0.74,0.74,0.26,1.47,0.33,0.57,0.43,0
Tsuyoshi Kohsaka,"5' 11""",225,,Orthodox,6-Mar-70,1.88,0.38,4.41,0.54,0.46,1.32,0.20,0.33,0.67,0.4
Aliev Makhmud,"5' 6""",195,,Southpaw,13-Feb-70,1.12,0.30,2.24,0.36,0.64,2.1,0.50,0.00,1.00,0
Jeff Bedard,"5' 6""",145,,Orthodox,6-Feb-70,0.8,0.51,0,1.00,0.00,3.43,0.66,1.00,0.00,2.6
Jimmy Ambriz,"6' 2""",315,,Southpaw,26-Jan-70,0.83,0.29,3.76,0.40,0.60,3.13,0.57,1.00,0.00,0.8
Dan Bobish,"6' 2""",345,,Southpaw,26-Jan-70,2.06,0.44,1.74,0.34,0.66,2.44,0.42,0.00,1.00,1.6
Tedd Williams,"6' 1""",275,,Orthodox,19-Dec-69,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chuck Liddell,"6' 2""",205,76,Orthodox,17-Dec-69,2.97,0.35,2.71,0.56,0.44,0.44,0.75,0.81,0.19,0
Kiyoshi Tamura,"5' 11""",185,,Southpaw,17-Dec-69,2.44,0.53,1.44,0.60,0.40,0.58,0.60,0.45,0.55,0.2
Bobby Southworth,"6' 2""",205,,Orthodox,16-Dec-69,0.99,0.39,1.38,0.65,0.35,3.98,0.78,0.64,0.36,1.3
Jason Reinhardt,"5' 6""",135,,Orthodox,31-Oct-69,0.51,0.40,4.07,0.43,0.57,1.91,0.12,0.50,0.50,0
Hidehiko Yoshida,"5' 11""",225,,Orthodox,3-Sep-69,1.05,0.36,1.89,0.62,0.38,1.09,0.33,0.71,0.29,2.2
Nikk Covert,"5' 8""",185,,,4-Aug-69,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jaime Jara,"6' 1""",205,,Southpaw,2-Aug-69,2.2,0.60,1.47,0.56,0.44,0,0.00,0.25,0.75,0
Jason DeLucia,"5' 11""",190,,Southpaw,24-Jul-69,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Melton Bowen,"6' 0""",225,,Orthodox,16-Jul-69,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Henry Miller,"5' 7""",270,,Southpaw,16-Jul-69,1.25,0.36,2.16,0.54,0.46,0.55,0.25,0.60,0.40,0
Kazushi Sakuraba,"6' 0""",185,,Southpaw,14-Jul-69,1.26,0.41,2.03,0.51,0.49,1.26,0.31,0.48,0.52,1.7
Dave Strasser,"5' 10""",170,,Orthodox,13-Jul-69,3.04,0.45,1.88,0.59,0.41,0.72,0.33,0.33,0.67,0
Teila Tuli,"6' 0""",430,,Orthodox,14-Jun-69,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chris Haseman,"5' 11""",205,,Orthodox,2-Jun-69,0.93,0.70,4.67,0.28,0.72,0,0.00,0.40,0.60,2
Ebenezer Fontes Braga,"6' 0""",199,,Orthodox,14-Apr-69,2.42,0.50,0.42,0.71,0.29,0,0.00,0.90,0.10,0.6
Masakatsu Funaki,"6' 0""",185,,Southpaw,13-Mar-69,1.82,0.68,2.92,0.35,0.65,0,0.00,0.00,1.00,5.5
Yoshiki Takahashi,"5' 11""",199,,Southpaw,13-Mar-69,2.26,0.51,6.47,0.44,0.56,0,0.00,0.66,0.34,2.3
Bo Cantrell,"6' 2""",235,,Orthodox,8-Feb-69,3.16,0.16,12.63,0.00,1.00,0,0.00,0.00,1.00,0
Mark Kerr,"6' 3""",266,,Switch,21-Dec-68,0.28,0.41,0.89,0.28,0.72,2.92,0.77,0.00,1.00,0.4
Colin Robinson,"6' 4""",243,,Orthodox,27-Nov-68,6.19,0.69,7.91,0.37,0.63,2.58,1.00,0.50,0.50,5.2
Bobby Hoffman,"6' 2""",245,,Orthodox,28-Oct-68,2.02,0.70,1.32,0.19,0.81,1.17,0.50,0.00,1.00,1.2
Phil Johns,"5' 2""",170,,Southpaw,22-Oct-68,1.2,0.66,1.8,0.50,0.50,0,0.00,0.50,0.50,0
Francois Botha,"6' 2""",260,,Orthodox,28-Sep-68,0,0.00,1.05,0.77,0.23,0,0.00,0.00,1.00,0
Yoshihiro Takayama,"6' 5""",280,,Orthodox,19-Sep-68,3.4,0.54,5.69,0.29,0.71,0.67,0.33,0.55,0.45,0
Roberto Traven,"6' 3""",227,,Orthodox,16-Sep-68,0.92,0.50,2.77,0.57,0.43,0,0.00,0.00,1.00,0
James Toney,"5' 9""",220,,Orthodox,24-Aug-68,0,0.00,2.41,0.27,0.73,0,0.00,0.00,1.00,0
Hugo Duarte,"6' 0""",240,,Orthodox,9-Aug-68,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tokimitsu Ishizawa,"6' 0""",185,,Orthodox,5-Aug-68,1.34,0.30,2.99,0.59,0.41,2.74,0.18,0.00,1.00,0
Eric Esch,"5' 11""",350,,Orthodox,3-Aug-68,3.07,0.71,1.74,0.43,0.57,0,0.00,0.00,1.00,2
Jeff Cox,"5' 10""",155,,Orthodox,2-Aug-68,0.56,0.25,1.69,0.33,0.67,4.23,0.50,0.80,0.20,0
Satoshi Honma,"6' 1""",205,,Orthodox,19-May-68,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ariel Gandulla,"5' 11""",205,,Orthodox,7-May-68,1.95,0.23,2.07,0.72,0.28,1.88,0.66,0.00,1.00,0
Yuji Nagata,"6' 0""",225,,Orthodox,24-Apr-68,1.45,0.40,14.46,0.04,0.96,0,0.00,0.00,1.00,0
Naoya Ogawa,"6' 4""",255,,Orthodox,31-Mar-68,2.41,0.42,1.66,0.47,0.53,1.25,1.00,0.66,0.34,1.2
Chris Sanford,"5' 11""",185,,Orthodox,12-Mar-68,0.23,0.50,3.22,0.17,0.83,0,0.00,0.00,1.00,3.5
Pat Miletich,"5' 10""",170,,Orthodox,9-Mar-68,1.79,0.45,1.66,0.63,0.37,1.96,1.00,0.54,0.46,1
John Lober,"5' 11""",199,,Orthodox,26-Feb-68,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Wallid Ismail,"5' 7""",205,,Orthodox,23-Feb-68,0.92,0.31,0.83,0.44,0.56,1.85,0.28,0.00,1.00,0.5
Kimo Leopoldo,"6' 3""",235,,Orthodox,5-Jan-68,0.76,0.83,2.12,0.30,0.70,4.55,1.00,0.00,1.00,2.3
Guy Mezger,"6' 1""",200,,Orthodox,1-Jan-68,2.3,0.32,1.36,0.72,0.28,0.39,0.50,0.88,0.12,0
Mark Weir,"6' 2""",185,,Southpaw,19-Sep-67,1.54,0.56,2.5,0.38,0.62,0.8,0.50,0.25,0.75,2.4
Oleg Taktarov,"6' 0""",210,,Orthodox,26-Aug-67,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Sherman Pendergarst,"6' 1""",235,,Orthodox,1-Aug-67,1.23,0.36,3.08,0.16,0.84,4.62,1.00,0.00,1.00,0
Eddie Ruiz,"5' 7""",155,,Orthodox,10-Jun-67,0.2,0.25,1.4,0.47,0.53,2,0.12,0.00,1.00,0
Sam Greco,"6' 2""",205,,Orthodox,3-May-67,2.4,0.75,1.33,0.53,0.47,0,0.00,0.25,0.75,1
Enson Inoue,"5' 10""",210,,Orthodox,15-Apr-67,1.7,0.63,1.88,0.30,0.70,0,0.00,0.33,0.67,0
Yoji Anjo,"5' 11""",205,,Orthodox,28-Mar-67,0,0.00,3.13,0.25,0.75,0,0.00,0.00,1.00,0
Andre Pederneiras,"5' 8""",155,,Orthodox,22-Mar-67,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Renzo Gracie,"5' 10""",185,,Orthodox,11-Mar-67,1.71,0.41,1.67,0.55,0.45,1.13,0.20,0.40,0.60,0.8
Ricardo Morais,"6' 8""",270,,Orthodox,26-Feb-67,2.86,0.37,2.39,0.53,0.47,0,0.00,0.00,1.00,0
Bill Mahood,"6' 3""",200,,Orthodox,1-Feb-67,1.54,0.85,3.59,0.17,0.83,0,0.00,0.00,1.00,3.9
Stephen Palling,"5' 4""",143,,,29-Jan-67,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Matt Skelton,"6' 3""",265,,Orthodox,23-Jan-67,0,0.00,0.54,0.00,1.00,0,0.00,0.66,0.34,0
George Allen,"6' 2""",205,,Open Stance,13-Jan-67,0.8,0.38,3.1,0.43,0.57,0,0.00,0.50,0.50,0
Royce Gracie,"6' 1""",175,,Southpaw,12-Dec-66,0.88,0.41,1.13,0.37,0.63,0,0.00,0.66,0.34,0.8
Jeff Newton,"6' 2""",205,,Sideways,11-Dec-66,0.28,0.20,1.41,0.52,0.48,0,0.00,0.00,1.00,8.5
Mikhail Iloukhine,"5' 9""",205,,Orthodox,21-Nov-66,0.16,0.20,2.95,0.26,0.74,0,0.00,0.00,1.00,7
Ian Freeman,"5' 11""",225,,Orthodox,10-Nov-66,2.54,0.48,3.11,0.44,0.56,1.44,0.40,0.80,0.20,0.7
Mario Sperry,"6' 2""",205,,Orthodox,28-Sep-66,2.81,0.52,1.53,0.47,0.53,2.09,0.42,0.71,0.29,1.4
Eugene Jackson,"5' 8""",185,,Orthodox,23-Sep-66,2.19,0.33,3.44,0.32,0.68,1.91,0.71,0.16,0.84,2.3
Murilo Bustamante,"6' 2""",183,,Orthodox,30-Jul-66,1.33,0.32,1.9,0.60,0.40,2.46,0.33,0.54,0.46,1.2
Gary Goodridge,"6' 3""",249,,Orthodox,17-Jan-66,1.84,0.56,2.14,0.48,0.52,0.4,1.00,0.53,0.47,0.8
Mike Polchlopek,"6' 4""",285,,Orthodox,27-Dec-65,2,0.38,1.33,0.57,0.43,0,0.00,0.00,1.00,0
Royler Gracie,"5' 8""",150,,Southpaw,6-Dec-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
